schema_version,migration_phase,migration_status,animal,category,cut_id,variant_id,display_group,name_es,name_en,name_fi,aliases,anatomical_area,cooking_profile,prep_profile,input_profile,temperature_mode,default_method,required_phases,setup_visual_key,icon_key,allowed_doneness,default_doneness,forbidden_doneness,allowed_intentions,default_intention,forbidden_intentions,hide_doneness_selector,texture_target,qa_profile,preheat_required,setup_minutes_min,setup_minutes_max,active_cook_min_minutes,active_cook_max_minutes,rest_min_minutes,rest_max_minutes,cut_plan_minutes_min,cut_plan_minutes_max,session_total_minutes_min,session_total_minutes_max,prep_lead_time_min_minutes,prep_lead_time_max_minutes,salt_strategy,salt_timing_min_minutes,salt_timing_max_minutes,salt_amount_guidance,salt_surface_guidance,prep_warning_codes,raw_weight_per_person_g_min,raw_weight_per_person_g_max,cooked_yield_percent,bone_waste_percent,fat_trim_loss_percent,serving_portion_g,serves_as_main_min,serves_as_main_max,timing_sensitivity,serve_window_minutes,serving_wave,ideal_service_order,can_hold_warm,max_hold_minutes,hold_method,hold_quality_curve,reheat_possible,reheat_method,required_zones,preferred_zones,zone_demand,grill_area_units,shape_profile,batchable,batch_size_guidance,can_overlap,compatible_parallel_profiles,incompatible_parallel_profiles,requires_lid,requires_probe,requires_two_zone_fire,requires_drip_pan,requires_foil,requires_water_pan,compatible_equipment,preferred_equipment,setup_complexity,target_internal_temp_c_min,target_internal_temp_c_max,pull_temp_c_min,pull_temp_c_max,final_temp_c_min,final_temp_c_max,carryover_expected_c,probe_placement_guidance,probe_required_for_accuracy,has_fat_cap,fat_cap_behavior,flare_up_risk,requires_move_on_flareup,dry_out_risk,overcook_risk,food_safety_risk,cross_contamination_risk,stall_expected,attention_load,critical_action_count,max_unattended_minutes,attention_interval_minutes,flip_interval_minutes,spritz_or_baste_interval_minutes,slicing_required,slicing_grain_guidance,slicing_angle_guidance,slice_thickness_guidance,serve_immediately,serving_temp_sensitivity,doneness_visual_cues,best_for,difficulty,forgivingness,shopping_category,buying_unit,typical_piece_weight_g_min,typical_piece_weight_g_max,availability_tier,cost_tier,butcher_instruction,warning_codes,v1_fallback_profile,migration_notes,engine_notes
2.1,1,ready,pork,pork_low_slow,pork_ribs,default,pork_ribs,Costillas de cerdo,Pork ribs,Pork ribs,,pork ribs,pork_ribs_low_slow,pork_ribs_rub_salt_guard,ribs_rack_count,texture_breakdown,low_and_slow_indirect,preheat|low_slow|sauce_optional|rest,low_slow_indirect,pork_ribs,,,rare|medium_rare|steak_doneness,bbq_event|family_dinner|low_slow,bbq_event,,true,bite_tender_or_fall_off_bone,pork_ribs_texture_qa,true,15,25,180,360,15,45,195,405,210,430,120,720,rub_salt_aware,120,720,depends_on_rub_salt,meat_side_and_bone_side_light,avoid_double_salting_if_rub_contains_salt,300,500,58,28,3,180,2,5,low,40,main,2,true,60,foil_tent,stable,false,,indirect,low_indirect,large,4,rack,true,by_grill_area,true,,,true,recommended,true,recommended,optional,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,90,96,88,94,90,96,1,between_bones_in_meat,true,false,none,low,false,medium,low,medium,medium,false,low,4,30,30,,,optional,between_bones,,bone_portions,false,medium,,bbq_event|family_dinner,medium,high,pork,rack_or_kg,600,1800,common,medium,,safe_pork_temp|avoid_double_salting_if_rub_contains_salt,generic_grill_v1,Phase 1 pork ribs.,Rub may already contain salt; avoid double salting.
2.1,1,ready,pork,pork_grill,pork_tenderloin,default,pork_tenderloin,Solomillo de cerdo,Pork tenderloin,Pork tenderloin,,pork loin/shoulder area,pork_lean_direct_indirect,pork_short_dry_brine,pork_size_thickness,safe_temp,direct_then_indirect_if_needed,preheat|direct_sear|finish_to_safe_temp|rest,direct_two_zone,pork_tenderloin,,,rare|medium_rare|steak_doneness,quick_dinner|family_dinner|bbq_event,family_dinner,,true,safe_juicy_sliceable,pork_safe_temp_qa,true,10,15,16,35,5,10,21,45,31,60,30,240,dry_brine,30,240,moderate,all_sides,avoid_double_salting_if_rub_contains_salt,220,320,78,0,3,180,2,5,high,8,main,2,false,5,none,declines_fast,false,,direct|indirect,direct_then_indirect_if_needed,medium,1,small_roast_or_thin_cut,true,by_grill_area,true,,,optional,recommended,true,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,63,68,61,66,63,68,2,center_thickest_part,true,false,none,low,false,high,high,medium,medium,false,medium,4,3,2,2,,true,against_grain,,medium,true,high,,bbq_event|family_dinner,medium,medium,pork,piece_or_kg,250,700,common,medium,,safe_pork_temp|lean_cut_dry_risk,generic_grill_v1,Phase 2 pork example.,Lean pork dries fast; use probe.
2.1,1,ready,pork,pork_grill,iberian_secreto,default,iberian_secreto,Secreto ibérico,Iberian secreto,Iberian secreto,,pork loin/shoulder area,pork_thin_direct,pork_short_dry_brine,pork_size_thickness,safe_temp,direct_then_indirect_if_needed,preheat|direct_sear|finish_to_safe_temp|rest,direct_two_zone,iberian_secreto,,,rare|medium_rare|steak_doneness,quick_dinner|family_dinner|bbq_event,family_dinner,,true,juicy_crisp_edges,pork_safe_temp_qa,true,10,15,6,14,3,6,9,20,19,35,30,240,dry_brine,30,240,moderate,all_sides,avoid_double_salting_if_rub_contains_salt,180,300,82,0,3,180,2,5,high,8,main,2,false,5,none,declines_fast,false,,direct,direct_then_indirect_if_needed,medium,1,small_roast_or_thin_cut,true,by_grill_area,true,,,optional,recommended,recommended,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,63,68,61,66,63,68,2,center_thickest_part,true,false,none,medium,true,medium,high,medium,medium,false,medium,4,3,2,2,,true,against_grain,,medium,true,high,,bbq_event|family_dinner,medium,medium,pork,piece_or_kg,250,700,common,medium,,safe_pork_temp,generic_grill_v1,Phase 2 pork example.,Fatty thin cut; flare-up risk.
2.1,1,ready,pork,pork_grill,iberian_presa,default,iberian_presa,Presa ibérica,Iberian presa,Iberian presa,,pork loin/shoulder area,pork_direct_indirect,pork_short_dry_brine,pork_size_thickness,safe_temp,direct_then_indirect_if_needed,preheat|direct_sear|finish_to_safe_temp|rest,direct_two_zone,iberian_presa,,,rare|medium_rare|steak_doneness,quick_dinner|family_dinner|bbq_event,family_dinner,,true,safe_juicy_sliceable,pork_safe_temp_qa,true,10,15,14,30,5,10,19,40,29,55,30,240,dry_brine,30,240,moderate,all_sides,avoid_double_salting_if_rub_contains_salt,220,330,80,0,3,180,2,5,high,8,main,2,false,5,none,declines_fast,false,,direct|indirect,direct_then_indirect_if_needed,medium,1,small_roast_or_thin_cut,true,by_grill_area,true,,,optional,recommended,true,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,63,68,61,66,63,68,2,center_thickest_part,true,false,none,low,false,medium,high,medium,medium,false,medium,4,3,2,2,,true,against_grain,,medium,true,high,,bbq_event|family_dinner,medium,medium,pork,piece_or_kg,250,700,common,medium,,safe_pork_temp,generic_grill_v1,Phase 2 pork example.,Use safe pork final temp target.
2.1,1,ready,chicken,poultry,chicken_breast,boneless,chicken_breast,Pechuga de pollo,Chicken breast,Chicken breast,chicken_filet|pollo_pechuga,breast,poultry_safe_direct,poultry_short_dry_brine,poultry_piece_size,safe_temp,direct_then_indirect_if_needed,preheat|direct_sear|finish_to_safe_temp|rest,direct_two_zone_chicken,chicken_breast,,,rare|medium_rare|medium|steak_doneness,family_dinner|bbq_event,family_dinner,,true,safe_juicy,poultry_safe_temp_qa,true,12,20,12,25,5,8,17,33,29,53,30,240,dry_brine,30,240,moderate,all_sides,avoid_over_salting_lean_poultry,180,280,78,0,2,180,1,1,high,8,main,2,false,5,none,declines_fast,false,,direct|indirect,direct_then_indirect,medium,1,lean_piece,true,by_grill_area,true,,,true,recommended,true,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,74,76,72,74,74,76,2,center_thickest_part,true,false,none,low,false,high,high,high,high,false,medium,4,3,2,3,,optional,against_grain,,medium,true,high,,family_dinner|bbq_event,easy,low,poultry,piece_or_kg,150,300,common,low,,poultry_safe_temp|required_safe_final_temp|separate_raw_chicken_tools|hide_doneness_selector,generic_grill_v1,Phase 1 poultry safe temp row.,Chicken never exposes rare/medium doneness.
2.1,1,ready,chicken,poultry,whole_chicken,whole,whole_chicken,Pollo entero,Whole chicken,Whole chicken,pollo_entero,whole bird,poultry_whole_indirect,poultry_whole_dry_brine,whole_poultry_weight,safe_temp,indirect_roast,preheat|indirect_roast|safe_temp_check|rest,indirect_roast,whole_chicken,,,rare|medium_rare|medium|steak_doneness,family_dinner|bbq_event,family_dinner,,true,safe_juicy,poultry_safe_temp_qa,true,12,20,60,110,10,20,70,130,82,150,240,1440,dry_brine,240,1440,moderate,skin_and_cavity,air_dry_skin_for_crispness,300,450,65,22,2,180,3,5,medium,20,main,2,true,30,foil_tent,stable_short,false,,indirect,indirect_lid_closed,large,4,whole_bird,false,by_grill_area,true,,,true,recommended,true,recommended,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,74,76,72,74,74,76,2,breast_and_thigh_away_from_bone,true,false,none,medium,true,medium,medium,high,high,false,medium,5,10,8,,,true,carve_joints,,carved,false,medium,,family_dinner|bbq_event,medium,medium,poultry,piece_or_kg,1200,2200,common,low,,poultry_safe_temp|required_safe_final_temp|separate_raw_chicken_tools|hide_doneness_selector,generic_grill_v1,Phase 1 poultry safe temp row.,Chicken never exposes rare/medium doneness.
2.1,1,ready,fish,fish,salmon,fillet,salmon,Salmón filete,Salmon fillet,Salmon fillet,salmon_fillet|lohi,fillet or whole fish,fish_direct_delicate,fish_short_salt,fish_size_format,delicate_target,direct_or_plancha_gentle,preheat|oil_grate|direct_gentle|visual_check|short_rest,fish_direct_gentle,salmon,translucent|just_cooked|well_done,just_cooked,low_slow_92c|pull_apart,quick_dinner|delicate_fish|family_dinner,quick_dinner,,false,moist_flaking,fish_delicate_qa,true,8,12,8,16,2,5,10,21,18,33,10,30,salt_just_before,10,30,light,flesh_side,avoid_long_salting_fish|pat_dry_before_grill,180,280,82,0,0,170,1,2,high,5,main_or_starter,3,false,0,none,declines_very_fast,false,,direct,medium_direct_or_plancha,medium,1,delicate_fillet,true,by_grill_area,true,vegetables_direct,low_slow_smoke_heavy|fat_cap_flareup,optional,optional,recommended,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,46,60,44,58,46,60,1,center_thickest_part_if_using_probe,true,false,none,low,false,high,high,medium,medium,false,high,4,2,1,3,,false,,,,true,high,,quick_dinner|lighter_bbq,medium,low,fish,fillet_or_piece,180,900,common,medium,,avoid_long_salting_fish|serve_immediately|overcook_risk,generic_grill_v1,Phase 1 salmon; virrey added for fish expansion.,Fish should be scheduled late and served immediately.
2.1,1,ready,fish,fish,virrey,whole_or_fillet,virrey,Virrey / Beryx decadactylus,Alfonsino / Beryx decadactylus,Alfonsino / Beryx decadactylus,beryx_decadactylus|alfonsino,fillet or whole fish,fish_direct_delicate,fish_short_salt,fish_size_format,delicate_target,direct_or_plancha_gentle,preheat|oil_grate|direct_gentle|visual_check|short_rest,fish_direct_gentle,virrey,just_cooked|well_done,just_cooked,low_slow_92c|pull_apart,quick_dinner|delicate_fish|family_dinner,quick_dinner,,false,moist_flaking,fish_delicate_qa,true,8,12,8,20,2,5,10,25,18,37,10,30,salt_just_before,10,30,light,flesh_side,avoid_long_salting_fish|pat_dry_before_grill,220,350,82,20,0,170,1,2,high,5,main_or_starter,3,false,0,none,declines_very_fast,false,,direct,medium_direct_or_plancha,medium,1,delicate_fillet,true,by_grill_area,true,vegetables_direct,low_slow_smoke_heavy|fat_cap_flareup,optional,optional,recommended,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,50,60,48,58,50,60,1,center_thickest_part_if_using_probe,true,false,none,low,false,high,high,medium,medium,false,high,4,2,1,3,,false,,,,true,high,,quick_dinner|lighter_bbq,medium,low,fish,fillet_or_piece,180,900,specialty_fishmonger,premium,,avoid_long_salting_fish|serve_immediately|overcook_risk,generic_grill_v1,Phase 1 salmon; virrey added for fish expansion.,Fish should be scheduled late and served immediately.
2.1,1,ready,vegetable,vegetables,asparagus,spears,vegetables,Espárragos,Asparagus spears,Asparagus spears,,vegetable,vegetables_direct,vegetable_salt_just_before,vegetable_format_quantity,visual_only,direct_grill,preheat|direct_grill|visual_check|serve,vegetables_direct,asparagus,,,rare|medium_rare|steak_doneness|low_slow_92c,side|quick_dinner|bbq_event,side,,true,tender_crisp,vegetable_visual_qa,true,8,12,4,8,0,2,4,10,12,22,0,5,salt_just_before,0,5,light,all_sides,avoid_early_salting_vegetables,80,140,85,0,0,120,0,0,high,5,side_last_minute,3,false,0,none,declines_fast,false,,direct,direct_last_minute,small,1,small_long_items,true,by_grill_area,true,steak_direct|pork_direct_indirect|fish_direct_delicate,raw_poultry_same_tools,optional,none,false,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,,,,,,,0,not_needed,false,false,none,low,,medium,high,low,low,false,medium,2,2,1,2,,false,,,,true,high,charred_edges_tender_center,side|bbq_event,easy,low,vegetables,bundle_or_piece_or_kg,80,840,common,low,,avoid_early_salting_vegetables|serve_immediately,generic_grill_v1,Phase 1 asparagus plus Phase 2 vegetable base rows.,Vegetables are visual-only and should not use meat doneness.
2.1,1,ready,vegetable,vegetables,corn_on_cob,whole,vegetables,Mazorcas de maíz,Corn on the cob,Corn on the cob,,vegetable,vegetables_direct,vegetable_salt_just_before,vegetable_format_quantity,visual_only,direct_grill,preheat|direct_grill|visual_check|serve,vegetables_direct,corn,,,rare|medium_rare|steak_doneness|low_slow_92c,side|quick_dinner|bbq_event,side,,true,tender_crisp,vegetable_visual_qa,true,8,12,12,25,0,2,12,27,20,39,0,5,salt_just_before,0,5,light,all_sides,avoid_early_salting_vegetables,120,220,85,0,0,120,0,0,high,5,side_last_minute,3,false,0,none,declines_fast,false,,direct,direct_last_minute,medium,2,cylinders,true,by_grill_area,true,steak_direct|pork_direct_indirect|fish_direct_delicate,raw_poultry_same_tools,optional,none,false,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,,,,,,,0,not_needed,false,false,none,low,,medium,high,low,low,false,medium,2,2,1,2,,false,,,,true,high,charred_edges_tender_center,side|bbq_event,easy,low,vegetables,bundle_or_piece_or_kg,120,1320,common,low,,avoid_early_salting_vegetables|serve_immediately,generic_grill_v1,Phase 2 vegetable row.,Vegetables are visual-only and should not use meat doneness.
2.1,1,ready,vegetable,vegetables,eggplant_slices,slices,vegetables,Berenjena en rodajas,Eggplant slices,Eggplant slices,,vegetable,vegetables_direct,vegetable_salt_just_before,vegetable_format_quantity,visual_only,direct_grill,preheat|direct_grill|visual_check|serve,vegetables_direct,eggplant,,,rare|medium_rare|steak_doneness|low_slow_92c,side|quick_dinner|bbq_event,side,,true,tender_crisp,vegetable_visual_qa,true,8,12,8,16,0,2,8,18,16,30,0,5,salt_just_before,0,5,light,all_sides,avoid_early_salting_vegetables,120,220,85,0,0,120,0,0,high,5,side_last_minute,3,false,0,none,declines_fast,false,,direct,direct_last_minute,medium,2,flat_slices,true,by_grill_area,true,steak_direct|pork_direct_indirect|fish_direct_delicate,raw_poultry_same_tools,optional,none,false,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,,,,,,,0,not_needed,false,false,none,low,,medium,high,low,low,false,medium,2,2,1,2,,false,,,,true,high,charred_edges_tender_center,side|bbq_event,easy,low,vegetables,bundle_or_piece_or_kg,120,1320,common,low,,avoid_early_salting_vegetables|serve_immediately,generic_grill_v1,Phase 2 vegetable row.,Vegetables are visual-only and should not use meat doneness.
2.1,1,ready,vegetable,vegetables,bell_peppers,halves,vegetables,Pimientos,Bell peppers,Bell peppers,,vegetable,vegetables_direct,vegetable_salt_just_before,vegetable_format_quantity,visual_only,direct_grill,preheat|direct_grill|visual_check|serve,vegetables_direct,bell_peppers,,,rare|medium_rare|steak_doneness|low_slow_92c,side|quick_dinner|bbq_event,side,,true,tender_crisp,vegetable_visual_qa,true,8,12,8,18,0,2,8,20,16,32,0,5,salt_just_before,0,5,light,all_sides,avoid_early_salting_vegetables,100,180,85,0,0,120,0,0,high,5,side_last_minute,3,false,0,none,declines_fast,false,,direct,direct_last_minute,medium,2,halves,true,by_grill_area,true,steak_direct|pork_direct_indirect|fish_direct_delicate,raw_poultry_same_tools,optional,none,false,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,,,,,,,0,not_needed,false,false,none,low,,medium,high,low,low,false,medium,2,2,1,2,,false,,,,true,high,charred_edges_tender_center,side|bbq_event,easy,low,vegetables,bundle_or_piece_or_kg,100,1080,common,low,,avoid_early_salting_vegetables|serve_immediately,generic_grill_v1,Phase 2 vegetable row.,Vegetables are visual-only and should not use meat doneness.
2.1,1,ready,vegetable,vegetables,potato_halves,halves,vegetables,Patatas en mitades,Potato halves,Potato halves,,vegetable,vegetables_roast_indirect,vegetable_salt_just_before,vegetable_format_quantity,visual_only,indirect_roast,preheat|indirect_roast|visual_check,vegetables_indirect,potato,,,rare|medium_rare|steak_doneness|low_slow_92c,side|quick_dinner|bbq_event,side,,true,soft_center_crisp_edge,vegetable_visual_qa,true,8,12,25,45,0,2,25,47,33,59,0,5,salt_just_before,0,5,light,all_sides,avoid_early_salting_vegetables,180,280,85,0,0,120,0,0,medium,15,side,3,true,15,warm_zone,stable_short,false,,indirect,indirect_then_direct_optional,medium,2,dense_halves,true,by_grill_area,true,steak_direct|pork_direct_indirect|fish_direct_delicate,raw_poultry_same_tools,true,none,recommended,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,,,,,,,0,not_needed,false,false,none,low,,medium,medium,low,low,false,medium,2,8,5,10,,false,,,,false,medium,charred_edges_tender_center,side|bbq_event,easy,medium,vegetables,bundle_or_piece_or_kg,180,1680,common,low,,visual_doneness_only,generic_grill_v1,Phase 2 vegetable row.,Vegetables are visual-only and should not use meat doneness.
2.1,1,ready,vegetable,vegetables,mushrooms,whole,vegetables,Champiñones,Mushrooms,Mushrooms,,vegetable,vegetables_direct,vegetable_salt_just_before,vegetable_format_quantity,visual_only,direct_grill,preheat|direct_grill|visual_check|serve,vegetables_direct,mushrooms,,,rare|medium_rare|steak_doneness|low_slow_92c,side|quick_dinner|bbq_event,side,,true,tender_crisp,vegetable_visual_qa,true,8,12,6,12,0,2,6,14,14,26,0,5,salt_just_before,0,5,light,all_sides,avoid_early_salting_vegetables,100,180,85,0,0,120,0,0,high,5,side_last_minute,3,false,0,none,declines_fast,false,,direct,direct_last_minute,small,1,small_items,true,by_grill_area,true,steak_direct|pork_direct_indirect|fish_direct_delicate,raw_poultry_same_tools,optional,none,false,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,,,,,,,0,not_needed,false,false,none,low,,medium,high,low,low,false,medium,2,2,1,2,,false,,,,true,high,charred_edges_tender_center,side|bbq_event,easy,low,vegetables,bundle_or_piece_or_kg,100,1080,common,low,,avoid_early_salting_vegetables|serve_immediately,generic_grill_v1,Phase 2 vegetable row.,Vegetables are visual-only and should not use meat doneness.
2.1,1,ready,beef,beef_steak,skirt_steak,default,skirt_steak,Entraña,Skirt steak,Skirt steak,entraña|outside_skirt,beef steak cut,steak_direct_thin,beef_steak_dry_brine,thin_steak_count,doneness_target,direct_fast_sear,preheat|direct_fast_sear|rest|slice_against_grain,direct_hot_fast,skirt_steak,rare|medium_rare|medium,medium_rare,low_slow_92c|pull_apart,premium_steak|quick_steak|bbq_event,premium_steak,,false,sliceable_juicy,thin_steak_qa,true,10,15,5,10,5,8,10,18,20,33,45,720,dry_brine,45,720,generous,all_sides,pat_dry_before_sear,180,280,82,0,2,170,1,1,high,5,main,2,false,0,none,declines_fast,false,,direct,hot_direct_last_minute,medium,1,thin_flat_steak,true,by_grill_area,true,,,optional,optional,recommended,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,50,58,48,55,50,58,1,optional_side_insert_if_thick_enough,false,false,none,medium,true,medium,high,low,low,false,high,3,1,1,1,,true,against_grain,,thin,true,high,,premium_bbq|quick_dinner,medium,low,beef,piece_or_kg,250,600,common_butcher,premium,,serve_immediately|slice_against_grain|do_not_use_92c_target,generic_grill_v1,Phase 2 beef row.,Thin cuts should be scheduled late; thick bone-in uses thick profile.
2.1,1,ready,beef,beef_steak,flank_steak,default,flank_steak,Vacío / Flank steak,Flank steak,Flank steak,vacio|matambre?,beef steak cut,steak_direct_thin,beef_steak_dry_brine,thin_steak_count,doneness_target,direct_fast_sear,preheat|direct_fast_sear|rest|slice_against_grain,direct_hot_fast,flank_steak,rare|medium_rare|medium,medium_rare,low_slow_92c|pull_apart,premium_steak|quick_steak|bbq_event,premium_steak,,false,sliceable_juicy,thin_steak_qa,true,10,15,8,16,5,8,13,24,23,39,45,720,dry_brine,45,720,generous,all_sides,pat_dry_before_sear,180,280,82,0,2,170,1,1,high,5,main,2,false,0,none,declines_fast,false,,direct,hot_direct_last_minute,medium,1,thin_flat_steak,true,by_grill_area,true,,,optional,optional,recommended,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,50,58,48,55,50,58,1,optional_side_insert_if_thick_enough,false,false,none,medium,true,medium,high,low,low,false,high,3,1,1,1,,true,against_grain,,thin,true,high,,premium_bbq|quick_dinner,medium,low,beef,piece_or_kg,250,600,common_butcher,premium,,serve_immediately|slice_against_grain|do_not_use_92c_target,generic_grill_v1,Phase 2 beef row.,Thin cuts should be scheduled late; thick bone-in uses thick profile.
2.1,1,ready,beef,beef_steak,t_bone,default,t_bone,T-bone,T-bone steak,T-bone steak,porterhouse|tbone,beef steak cut,thick_beef_direct_indirect,beef_thick_dry_brine,thick_steak_bone_in_thickness_weight,doneness_target,reverse_sear_or_direct,preheat|indirect_warmup|direct_sear|rest,reverse_sear_two_zone,t_bone,rare|medium_rare|medium,medium_rare,low_slow_92c|pull_apart,premium_steak|quick_steak|bbq_event,premium_steak,,false,sliceable_juicy,thick_steak_qa,true,12,20,10,22,8,15,18,37,30,57,120,1440,dry_brine,120,1440,generous,all_sides,pat_dry_before_sear,300,500,78,18,2,220,1,3,medium,12,main,2,true,12,foil_tent,declines_medium,false,,indirect|direct,indirect_then_direct,large,3,large_bone_in_steak,true,by_grill_area,true,,,true,recommended,true,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,50,58,48,55,50,58,3,center_away_from_bone,true,false,none,medium,true,medium,high,low,low,false,medium,5,5,4,4,,true,against_grain,,thick,true,high,,premium_bbq|quick_dinner,medium,medium,beef,piece_or_kg,700,1500,common_butcher,premium,,serve_immediately|slice_against_grain|do_not_use_92c_target,generic_grill_v1,Phase 2 beef row.,Thin cuts should be scheduled late; thick bone-in uses thick profile.
2.1,1,ready,beef,beef_steak,tomahawk,default,tomahawk,Tomahawk,Tomahawk steak,Tomahawk steak,bone_in_ribeye_long_bone,beef steak cut,thick_beef_direct_indirect,beef_thick_dry_brine,thick_steak_bone_in_thickness_weight,doneness_target,reverse_sear_or_direct,preheat|indirect_warmup|direct_sear|rest,reverse_sear_two_zone,tomahawk,rare|medium_rare|medium,medium_rare,low_slow_92c|pull_apart,premium_steak|quick_steak|bbq_event,premium_steak,,false,sliceable_juicy,thick_steak_qa,true,12,20,35,75,8,15,43,90,55,110,120,1440,dry_brine,120,1440,generous,all_sides,pat_dry_before_sear,300,500,78,18,2,220,1,3,medium,12,main,2,true,12,foil_tent,declines_medium,false,,indirect|direct,indirect_then_direct,large,3,large_bone_in_steak,true,by_grill_area,true,,,true,recommended,true,false,false,false,gas_grill|charcoal|kamado,gas_grill|charcoal,,50,58,48,55,50,58,3,center_away_from_bone,true,false,none,medium,true,medium,high,low,low,false,medium,5,5,4,4,,true,against_grain,,thick,true,high,,premium_bbq|quick_dinner,medium,medium,beef,piece_or_kg,700,1500,common_butcher,premium,,serve_immediately|slice_against_grain|do_not_use_92c_target,generic_grill_v1,Phase 2 beef row.,Thin cuts should be scheduled late; thick bone-in uses thick profile.
