beef,steak,porterhouse,Porterhouse,porterhouse,bife porterhouse,porterhouse-pihvi,porterhouse; large T-bone,loin,direct grill; reverse sear,3,52-55,4-5,,5,medium rare; medium,separate muscles then slice against grain,,premium,Large tenderloin side.,reverse,direct,per_cm,medium_rare,beef-steak,medium
beef,steak,tomahawk,Tomahawk,tomahawk,tomahawk,tomahawk-pihvi,tomahawk; bone-in ribeye; cowboy steak,rib,reverse sear; indirect grill; direct finish,3,52-55,5-6,,10,medium rare; medium,separate eye and cap then slice against the grain,,premium; wow,Very thick bone-in ribeye.,reverse,mixed,per_cm,medium_rare,beef-steak,medium,trying to cook only over direct heat and burning outside,reverse sear to 46 to 48C then finish over intense heat,thick rosy center with pronounced crust contrast,stable two zone setup with lid for controlled indirect phase
beef,bbq,brisket,Brisket,pecho,pecho,rinta,brisket; pecho,breast,low and slow; smoke,5,90-95,,480-720,30,well done bbq,against the grain,,slow; bbq,"Cook until tender, not by steak doneness.",low_slow,indirect,total,well_done,beef-large,medium
beef,bbq,short_ribs,Short Ribs,costilla corta,asado de tira,lyhyet kylkiluut,short ribs; asado de tira; flanken ribs,rib,smoke; low and slow; indirect grill,4,85-95,,180-360,15,well done bbq,between bones or against grain,,slow; argentinian,Collagen-rich.,low_slow,indirect,total,well_done,beef-large,medium
beef,bbq,chuck_roast,Chuck Roast,aguja,aguja,etuselkä,chuck; aguja; shoulder roast,chuck,low and slow; braise; smoke,4,88-95,,240-420,20,pull-apart,against the grain,,slow; value,Good pulled beef.,low_slow,indirect,total,well_done,beef-large,medium
beef,ground,ground_beef,Ground Beef,carne picada,carne picada,naudan jauheliha,ground beef; minced beef; carne molida,mixed,burgers; grill; hot pan,1,60-70,2-3,,2,well done,not applicable,Ground beef must be cooked to 71°C / 160°F. Medium carries food safety risk.,burger; quick,Cook fully to 71°C / 160°F for safety.,fast,direct,per_cm,well_done,default,medium
pork,steak,pork_tenderloin,Pork Tenderloin,solomillo de cerdo,solomillo de cerdo,porsaan sisäfilee,pork tenderloin; pork fillet,loin,direct grill; reverse sear; medallions,2,63-65,3-4,,5,juicy safe,against the grain,Cook to safe pork temperature.,quick; lean,Lean and tender.,fast,direct,per_cm,medium_safe,pork-fast,medium
pork,roast,pork_loin,Pork Loin,lomo de cerdo,lomo de cerdo,porsaan ulkofilee,pork loin; boneless loin,loin,roast; indirect grill; chops,3,63-68,4-5,,5,juicy safe,against the grain,Cook to safe pork temperature.,lean,Brine recommended.,low_slow,indirect,per_cm,medium_safe,pork-fast,medium
pork,steak,pork_chop,Pork Chop,chuleta de cerdo,costeleta de cerdo,porsaankyljys,pork chop; cutlet,loin,direct grill; reverse sear,3,63-68,4-5,,5,juicy safe,slice against the grain and avoid bone curve,Cook to safe pork temperature.,quick,Bone-in is juicier.,fast,direct,per_cm,medium_safe,pork-fast,medium,pulling too late and overshooting safe juicy range,pull at 61 to 62C and rest to finish at safe temp,juicy interior with lightly crisp browned exterior,two zone grill with direct sear and covered finish
pork,steak,iberian_secreto,Iberian Secreto,secreto ibérico,secreto ibérico,secreto ibérico,secreto; iberian secreto,shoulder,direct grill; hot sear,2,63-68,3-4,,5,juicy safe,slice against the grain into thin strips,Cook to safe pork temperature.,premium; quick,Fatty Iberian cut.,fast,direct,per_cm,medium_safe,pork-fast,medium,cooking too cool and leaving fat under rendered,use hard heat and keep turning until edges caramelize,succulent fatty bite with crisp caramelized edges,intense direct heat surface with short rest tray
pork,steak,iberian_presa,Iberian Presa,presa ibérica,presa ibérica,presa ibérica,presa; iberian presa,shoulder,direct grill; reverse sear,2,63-68,4-5,,5,juicy safe,against the grain,Cook to safe pork temperature.,premium,Premium Iberian shoulder cut.,fast,direct,per_cm,medium_safe,pork-fast,medium
pork,steak,iberian_pluma,Iberian Pluma,pluma ibérica,pluma ibérica,pluma ibérica,pluma; iberian pluma; feather cut,loin shoulder,direct grill; hot pan,2,63-68,3-4,,5,juicy safe,against the grain,Cook to safe pork temperature.,premium; quick,Thin premium Iberian cut.,fast,direct,per_cm,medium_safe,pork-fast,medium
pork,steak,pork_collar,Pork Collar,cabeza de lomo,bondiola,kassler,pork collar; pork neck; coppa; bondiola; kassler,neck,direct grill; smoke; roast,2,68-75,4-5,,5,well rendered,against the grain,Cook to safe pork temperature.,easy; value,Fatty and forgiving.,low_slow,mixed,per_cm,well_done,pork-fast,medium
pork,bbq,pork_shoulder,Pork Shoulder,paleta de cerdo,paleta,porsaan lapa,pork shoulder; picnic shoulder; paleta,shoulder,low and slow; pulled pork; smoke,4,90-95,,360-600,20,pull-apart,against the grain,Cook until tender and safe.,slow; bbq,Great for pulled pork.,low_slow,indirect,total,medium_safe,pork-fast,medium
pork,bbq,pork_butt,Boston Butt,cabeza de lomo/paleta,bondiola/paleta,kassler/lapa,Boston butt; pork butt; shoulder butt,shoulder,smoke; low and slow; pulled pork,4,90-95,,360-600,20,pull-apart,against the grain,Cook until tender and safe.,slow; bbq,US BBQ cut.,low_slow,indirect,total,medium_safe,pork-fast,medium
pork,ribs,baby_back_ribs,Baby Back Ribs,costillas de lomo,costillitas,porsaan kylkirivi,baby back ribs; loin ribs,ribs,smoke; indirect grill; oven then grill,3,85-95,,120-240,10,tender,cut between bones after resting,Cook until tender and safe.,bbq,Tender loin ribs.,low_slow,indirect,total,well_done,pork-fast,medium,cooking by time only and skipping tenderness checks,glaze only at the end and confirm bend test,tender bite with slight pull from bone,indirect setup with drip pan and stable lid temperature
pork,ribs,spare_ribs,Spare Ribs,costillar de cerdo,pechito de cerdo,porsaan kylkiluut,spare ribs; costillar; pechito,ribs,smoke; low and slow; indirect grill,4,85-95,,180-300,10,tender,between bones,Cook until tender and safe.,bbq; slow,Fattier ribs.,low_slow,indirect,total,well_done,pork-fast,medium
pork,bbq,pork_belly,Pork Belly,panceta,panceta,porsaan kylki,pork belly; panceta; belly,belly,slow roast; smoke; crispy grill,4,80-90,,90-180,10,rendered,slice perpendicular,Cook until rendered and safe.,slow; crispy,Very fatty.,low_slow,indirect,total,well_done,pork-fast,medium
pork,steak,pork_belly_slices,Pork Belly Slices,panceta en tiras,panceta en tiras,porsaan kylkisiivut,belly slices; pork belly strips,belly,direct grill; plancha; indirect finish,2,70-80,3-4,,5,crisp safe,not critical,Cook to safe pork temperature.,quick,Good for fast grilling.,fast,mixed,per_cm,well_done,pork-fast,medium
pork,bbq,pork_hock,Pork Hock,codillo,garrón,potka,pork hock; knuckle; codillo,leg,braise; smoke; roast,5,90-95,,180-360,15,fall-apart,around bone,Cook until tender and safe.,slow,Collagen-rich.,low_slow,indirect,total,medium_safe,pork-fast,medium
pork,ground,ground_pork,Ground Pork,carne picada de cerdo,carne picada de cerdo,porsaan jauheliha,ground pork; minced pork,mixed,burgers; sausages; skewers,1,70-72,2-3,,2,well done,not applicable,Ground pork must be cooked safely.,burger; quick,For burgers and sausages.,fast,direct,per_cm,well_done,default,medium
chicken,breast,chicken_breast,Chicken Breast,pechuga,pechuga,broilerin rintafilee,chicken breast; breast fillet,breast,direct grill; hot pan; reverse sear,2,72-74,4-5,,5,fully cooked juicy,slice across the grain into even strips,Chicken must be fully cooked.,quick; lean,Easy to dry out.,poultry,direct,per_cm,safe,chicken-breast,high,pulling late and drying the lean center,dry brine then pull at 70 to 71C for carryover,moist white meat with light spring and clean fibers,medium direct zone with optional cooler finishing side
chicken,breast,chicken_tenderloin,Chicken Tenderloin,solomillo de pollo,filetillo de pollo,broilerin sisäfilee,chicken tender; inner fillet,breast,direct grill; skewers; hot pan,1,72-74,3-4,,3,fully cooked,against the grain,Chicken must be fully cooked.,quick; easy,Very fast.,poultry,direct,per_cm,safe,chicken-breast,medium
chicken,thigh,chicken_thigh,Chicken Thigh,contramuslo,muslo,broilerin paisti,chicken thigh; boneless thigh,leg,direct grill; indirect grill; skewers,1,75-80,5-6,,5,fully cooked juicy,against the grain,Chicken must be fully cooked.,easy; juicy,Forgiving and juicy.,poultry,mixed,per_cm,safe,poultry-whole,medium
chicken,thigh,bone_in_chicken_thigh,Bone-in Chicken Thigh,contramuslo con hueso,muslo con hueso,luullinen broilerin paisti,bone-in chicken thigh,leg,indirect grill; direct finish,2,78-82,5-6,,5,fully cooked juicy,around bone,Chicken must be fully cooked.,easy; juicy,Needs more time near bone.,poultry,mixed,per_cm,safe,poultry-whole,medium
chicken,leg,chicken_drumstick,Chicken Drumstick,jamoncito,pata,broilerin koipi,drumstick; koipi,leg,indirect grill; direct finish; smoke,2,78-82,5-6,,5,fully cooked juicy,around bone,Chicken must be fully cooked.,easy,Popular BBQ piece.,poultry,mixed,per_cm,safe,poultry-whole,medium
chicken,leg,chicken_leg_quarter,Chicken Leg Quarter,cuarto trasero,pata muslo,broilerin koipireisi,leg quarter; koipireisi,leg,indirect grill; roast; smoke,3,78-82,,35-55,10,fully cooked juicy,separate joints,Chicken must be fully cooked.,value,Common Finnish cut.,poultry,indirect,total,safe,poultry-whole,medium
chicken,wing,chicken_wing,Chicken Wing,alita,alita,broilerin siipi,wing; siipi; buffalo wing,wing,direct grill; indirect grill; smoke,2,80-85,4-5,,3,fully cooked crispy,not applicable,Chicken must be fully cooked.,snack; crispy,Cook higher for crisp skin.,poultry,mixed,per_cm,safe,poultry-whole,medium
chicken,whole,whole_chicken,Whole Chicken,pollo entero,pollo entero,kokonainen broileri,whole chicken; broiler,whole,rotisserie; spatchcock; indirect grill,3,75-80,,60-90,10,fully cooked juicy,carve joints first then slice breast against grain,Chicken must be fully cooked.,family; bbq,Check breast and thigh.,poultry,indirect,total,safe,poultry-whole,medium,ignoring thigh temp while chasing breast doneness,target 75C breast and 78 to 82C thigh for balance,crisp skin with juicy breast and tender dark meat,indirect roasting zone around 180 to 200C with optional crisp finish
chicken,whole,spatchcock_chicken,Spatchcock Chicken,pollo mariposa,pollo mariposa,perhosleikattu broileri,spatchcock; butterflied chicken,whole,indirect grill; direct finish; roast,2,75-80,,35-60,10,fully cooked juicy,carve by joints,Chicken must be fully cooked.,family; easy,Best whole chicken format for grill.,poultry,mixed,total,safe,poultry-whole,medium
chicken,ground,ground_chicken,Ground Chicken,carne picada de pollo,carne picada de pollo,broilerin jauheliha,ground chicken; minced chicken,mixed,burgers; kofta; skewers,1,74-75,3-4,,3,fully cooked,not applicable,Ground chicken must be fully cooked.,burger; quick,Safety-first.,poultry,direct,per_cm,safe,default,medium
fish,fillet,salmon_fillet,Salmon Fillet,filete de salmón,filete de salmón,lohifilee,salmon; lohi,fillet,direct grill; plank; hot pan,2,50-60,3-4,,3,medium; flaky,portion with grain and separate flakes for service,Use very fresh fish; cook higher for vulnerable guests.,quick; fatty,Fatty and forgiving.,fish,direct,per_cm,medium,fish-fillet,high,overcooking until albumin leaks heavily and flesh chalks,cook skin side first and pull at 48 to 50C,silky flakes with moist translucent center,clean oiled grate and medium direct heat
fish,steak,salmon_steak,Salmon Steak,rodaja de salmón,rodaja de salmón,lohikiekko,salmon steak; lohikiekko,steak,direct grill; hot pan,2,50-60,3-4,,3,medium; flaky,around bone,Use very fresh fish; cook higher for vulnerable guests.,quick,Bone-in cross cut.,fish,direct,per_cm,medium,fish-fillet,high
fish,steak,tuna_steak,Tuna Steak,atún,atún,tonnikalapihvi,tuna steak; yellowfin; bluefin,loin,very hot sear; direct grill,3,45-52,2-3,,3,seared rare; medium rare,slice against the grain into 1 cm pieces,Low final temp is only appropriate for sushi-grade fish.,premium; quick,"Best seared outside, red center.",fish,direct,per_cm,rare,fish-fillet,medium,leaving too long and turning center dry gray,pat dry and sear 30 to 45 seconds per side,thin seared crust with cool ruby center,extremely hot direct zone and no indirect stage
fish,whole,sea_bass_whole,Whole Sea Bass,lubina entera,lubina entera,meriahven,sea bass; branzino; lubina,whole,whole grill; indirect grill,3,55-62,,18-30,5,just cooked; flaky,lift fillets from bone,Cook until flesh flakes easily.,whole fish,Great whole grilled fish.,fish,indirect,total,medium,fish-whole,medium
fish,whole,sea_bream_whole,Whole Sea Bream,dorada entera,dorada entera,kultaotsa-ahven,sea bream; dorada; gilt-head bream,whole,whole grill; indirect grill,3,55-62,,18-30,5,just cooked; flaky,lift fillets from bone,Cook until flesh flakes easily.,whole fish,Mediterranean classic.,fish,indirect,total,medium,fish-whole,medium
fish,whole,turbot_whole,Whole Turbot,rodaballo entero,rodaballo entero,piikkikampela,turbot; rodaballo; piikkikampela,flatfish,whole grill; indirect grill,4,55-60,,25-45,5,just cooked; gelatinous,serve along fillet seams,Cook until flesh releases from bone.,premium; whole fish,Premium flatfish.,fish,indirect,total,medium,fish-whole,low
fish,tail,monkfish_tail,Monkfish Tail,rape,abadejo/rape,merikrotti,monkfish; lotte; rape,tail,direct grill; skewers; hot pan,3,55-60,4-5,,5,firm and juicy,crosswise medallions,Cook until opaque and firm.,premium; firm,Meaty texture.,fish,direct,per_cm,medium,fish-fillet,medium
fish,loin,cod_loin,Cod Loin,lomo de bacalao,lomo de bacalao,turskan seläke,cod loin; turska,loin,indirect grill; hot pan; oven,3,52-58,4-5,,3,just flaky,serve in flakes,Cook gently; flakes easily.,lean,Delicate lean fish.,fish,mixed,per_cm,medium,fish-fillet,medium
fish,steak,halibut_steak,Halibut Steak,fletán,fletán,pallas,halibut; pallas,steak,direct grill; hot pan,3,52-58,4-5,,3,just flaky,against grain if portioned,Do not overcook lean fish.,premium; lean,Lean and firm.,fish,direct,per_cm,medium,fish-fillet,medium
fish,steak,swordfish_steak,Swordfish Steak,pez espada,pez espada,miekkakala,swordfish; emperador,steak,direct grill; hot pan,2,55-60,3-4,,3,medium; firm,against the grain,Cook to firm opaque texture.,firm; quick,Meaty fish steak.,fish,direct,per_cm,medium,fish-fillet,medium
fish,whole,kingfish_beryx,Alfonsino / Beryx,virrey,virrey,limapää / beryx,virrey; Beryx decadactylus; alfonsino; red bream,whole fish,whole grill; indirect grill; oven,4,55-60,,18-35,5,just cooked; flaky,lift fillets then portion across grain lines,Cook until opaque and flaky; exact market name varies.,premium; whole fish,Virrey added as requested; scientific name Beryx decadactylus.,fish,mixed,total,medium,fish-whole,low,treating it like lean fish and overcooking the loin,pull when opaque edges move halfway inward,delicate flaky flesh with juicy center near spine,whole fish basket or plancha over moderate heat
vegetables,vegetable,corn_on_cob,Corn on the Cob,maíz,choclo,maissi,corn; sweet corn; choclo,vegetable,direct grill; indirect grill,1,,,10-18,2,charred tender,not applicable,,quick; easy,Turn often.,vegetable,mixed,total,,vegetable-format,medium
vegetables,vegetable,eggplant_slices,Eggplant Slices,berenjena,berenjena,munakoiso,eggplant; aubergine; munakoiso,vegetable,direct grill; plancha,2,,,8-14,2,soft and browned,slice lengthwise or rounds,,vegetarian; quick,Salt beforehand if desired.,vegetable,direct,total,,vegetable-format,medium
vegetables,vegetable,asparagus,Asparagus,espárragos,espárragos,parsa,asparagus; parsa,vegetable,direct grill; plancha,1,,,5-8,1,tender crisp,no slicing needed trim woody ends,,quick; easy,Fast cooking.,vegetable,direct,total,,vegetable-format,medium,skipping oil and salt then drying before browning,light oil coat and roll every 20 to 30 seconds,tender crisp stalks with charred tips,hot direct zone with fine grate or perforated tray
vegetables,vegetable,bell_peppers,Bell Peppers,pimientos,morrones,paprika,bell pepper; capsicum; morrón,vegetable,direct grill; roast; char,1,,,8-15,2,charred soft,slice strips after cooking,,quick; easy,Can peel after charring.,vegetable,direct,total,,vegetable-format,medium
vegetables,vegetable,potato_halves,Potato Halves,patatas,papas,peruna,potato; papa; peruna,vegetable,parboil then grill; indirect grill,2,,,20-40,3,soft inside; crisp outside,halve lengthwise before parboil,,side; family,Parboiling improves result.,vegetable,indirect,total,,vegetable-format,medium,grilling raw halves and leaving centers undercooked,parboil then steam dry before cut side sear,crisp crust with fluffy interior,indirect preheat zone and direct browning zone
vegetables,vegetable,mushrooms,Mushrooms,setas/champiñones,hongos/champiñones,sieni,mushrooms; champignons; sieni,vegetable,direct grill; skewers; plancha,1,,,6-12,2,juicy browned,not applicable,,quick; easy,Avoid overcrowding.,vegetable,direct,total,,vegetable-format,medium
vegetables,vegetable,onion_halves,Onion Halves,cebolla,cebolla,sipuli,onion; sipuli,vegetable,direct grill; indirect grill,1,,,12-25,2,soft caramelized,halve through root,,side; easy,Keep root for structure.,vegetable,mixed,total,,vegetable-format,medium
vegetables,vegetable,carrots,Carrots,zanahorias,zanahorias,porkkana,carrot; porkkana,vegetable,parboil then grill; direct grill,2,,,10-20,2,tender caramelized,lengthwise halves,,side,Glaze works well.,vegetable,direct,total,,vegetable-format,medium
vegetables,vegetable,zucchini,Zucchini,calabacín,zucchini,kesäkurpitsa,zucchini; courgette; kesäkurpitsa,vegetable,direct grill; plancha,1,,,5-10,1,tender browned,lengthwise slices,,quick; easy,Do not overcook.,vegetable,direct,total,,vegetable-format,medium
